,Zona básica de salud,fecha informe,Casos confirmados en los ultimos 14 días,Tasa de incidencia acumulada en los últimos 14 días,Tasa incidencia acumulada activos ultimos 14dias,Casos confirmados totales,Tasa de incidencia acumulada total,Casos confirmados activos ultimos 14dias,Código geometría,Unnamed: 9
0,Alcobendas - Chopera,2022/03/29 11:51:00,50.0,177.59,,7715.0,27401.88,,8,
1,La Moraleja,2022/03/29 11:51:00,66.0,275.59,,5911.0,24681.62,,125,
2,Marqués de la Valdavia,2022/03/29 11:51:00,55.0,309.53,,4181.0,23529.74,,160,
3,Miraflores,2022/03/29 11:51:00,41.0,185.49,,5940.0,26872.96,,172,
4,Valdelasfuentes,2022/03/29 11:51:00,65.0,245.84,,5948.0,22496.22,,262,
5,Alcobendas - Chopera,2022/03/22 10:36:00,41.0,145.62,,7685.0,27295.33,,8,
6,La Moraleja,2022/03/22 10:36:00,57.0,238.01,,5870.0,24510.42,,125,
7,Marqués de la Valdavia,2022/03/22 10:36:00,37.0,208.23,,4146.0,23332.77,,160,
8,Miraflores,2022/03/22 10:36:00,37.0,167.39,,5918.0,26773.43,,172,
9,Valdelasfuentes,2022/03/22 10:36:00,68.0,257.19,,5916.0,22375.19,,262,
10,Alcobendas - Chopera,2022/03/15 10:33:00,37.0,131.42,,7661.0,27210.09,,8,
11,La Moraleja,2022/03/15 10:33:00,48.0,200.43,,5830.0,24343.4,,125,
12,Marqués de la Valdavia,2022/03/15 10:33:00,42.0,236.37,,4121.0,23192.08,,160,
13,Miraflores,2022/03/15 10:33:00,41.0,185.49,,5900.0,26692.0,,172,
14,Valdelasfuentes,2022/03/15 10:33:00,81.0,306.35,,5878.0,22231.47,,262,
15,Alcobendas - Chopera,2022/03/08 10:37:00,47.0,166.93,,7634.0,27114.19,,8,
16,La Moraleja,2022/03/08 10:37:00,67.0,279.76,,5791.0,24180.55,,125,
17,Marqués de la Valdavia,2022/03/08 10:37:00,36.0,202.6,,4105.0,23102.03,,160,
18,Miraflores,2022/03/08 10:37:00,43.0,194.53,,5874.0,26574.38,,172,
19,Valdelasfuentes,2022/03/08 10:37:00,79.0,298.79,,5846.0,22110.44,,262,
20,Alcobendas - Chopera,2022/03/01 10:41:00,84.0,298.35,,7608.0,27021.84,,8,
21,La Moraleja,2022/03/01 10:41:00,75.0,313.17,,5703.0,23813.1,,125,
22,Marqués de la Valdavia,2022/03/01 10:41:00,38.0,213.86,,4075.0,22933.2,,160,
23,Miraflores,2022/03/01 10:41:00,70.0,316.68,,5849.0,26461.27,,172,
24,Valdelasfuentes,2022/03/01 10:41:00,90.0,340.39,,5793.0,21909.98,,262,
25,Alcobendas - Chopera,2022/02/22 10:40:00,116.0,412.0,,7565.0,26869.12,,8,
26,La Moraleja,2022/02/22 10:40:00,154.0,643.03,,5666.0,23658.61,,125,
27,Marqués de la Valdavia,2022/02/22 10:40:00,80.0,450.22,,4055.0,22820.64,,160,
28,Miraflores,2022/02/22 10:40:00,113.0,511.22,,5824.0,26348.17,,172,
29,Valdelasfuentes,2022/02/22 10:40:00,168.0,635.4,,5745.0,21728.44,,262,
30,Alcobendas - Chopera,2022/02/15 10:34:00,182.0,646.42,,7518.0,26702.18,,8,
31,La Moraleja,2022/02/15 10:34:00,221.0,922.79,,5605.0,23403.9,,125,
32,Marqués de la Valdavia,2022/02/15 10:34:00,137.0,771.01,,4031.0,22685.58,,160,
33,Miraflores,2022/02/15 10:34:00,139.0,628.85,,5783.0,26162.69,,172,
34,Valdelasfuentes,2022/02/15 10:34:00,224.0,847.2,,5676.0,21467.47,,262,
35,Alcobendas - Chopera,2022/02/08 10:50:00,279.0,990.94,,7471.0,26535.25,,8,
36,La Moraleja,2022/02/08 10:50:00,223.0,931.15,,5506.0,22990.52,,125,
37,Marqués de la Valdavia,2022/02/08 10:50:00,188.0,1058.02,,4003.0,22528.0,,160,
38,Miraflores,2022/02/08 10:50:00,186.0,841.48,,5727.0,25909.34,,172,
39,Valdelasfuentes,2022/02/08 10:50:00,260.0,983.36,,5582.0,21111.95,,262,
40,Alcobendas - Chopera,2022/02/01 10:59:00,363.0,1289.29,,7321.0,26002.49,,8,
41,La Moraleja,2022/02/01 10:59:00,246.0,1027.18,,5330.0,22255.63,,125,
42,Marqués de la Valdavia,2022/02/01 10:59:00,205.0,1153.69,,3886.0,21869.55,,160,
43,Miraflores,2022/02/01 10:59:00,287.0,1298.41,,5626.0,25452.41,,172,
44,Valdelasfuentes,2022/02/01 10:59:00,371.0,1403.18,,5422.0,20506.81,,262,
45,Alcobendas - Chopera,2022/01/25 10:49:00,567.0,2013.85,,7164.0,25444.86,,8,
46,La Moraleja,2022/01/25 10:49:00,314.0,1311.12,,5175.0,21608.42,,125,
47,Marqués de la Valdavia,2022/01/25 10:49:00,265.0,1491.36,,3778.0,21261.75,,160,
48,Miraflores,2022/01/25 10:49:00,449.0,2031.31,,5506.0,24909.52,,172,
49,Valdelasfuentes,2022/01/25 10:49:00,492.0,1860.82,,5269.0,19928.14,,262,
50,Alcobendas - Chopera,2022/01/18 10:37:00,802.0,2848.52,,6961.0,24723.85,,8,
51,La Moraleja,2022/01/18 10:37:00,362.0,1511.55,,4964.0,20727.38,,125,
52,Marqués de la Valdavia,2022/01/18 10:37:00,419.0,2358.04,,3663.0,20614.55,,160,
53,Miraflores,2022/01/18 10:37:00,679.0,3071.84,,5341.0,24163.05,,172,
54,Valdelasfuentes,2022/01/18 10:37:00,532.0,2012.1,,5020.0,18986.38,,262,
55,Alcobendas - Chopera,2022/01/11 10:21:00,931.0,3306.7,,6496.0,23072.28,,8,
56,La Moraleja,2022/01/11 10:21:00,403.0,1682.74,,4642.0,19382.86,,125,
57,Marqués de la Valdavia,2022/01/11 10:21:00,514.0,2892.68,,3449.0,19410.21,,160,
58,Miraflores,2022/01/11 10:21:00,792.0,3583.06,,4975.0,22507.24,,172,
59,Valdelasfuentes,2022/01/11 10:21:00,598.0,2261.72,,4672.0,17670.2,,262,
60,Alcobendas - Chopera,2022/01/04 10:19:00,825.0,2930.21,,6037.0,21442.02,,8,
61,La Moraleja,2022/01/04 10:19:00,534.0,2229.74,,4397.0,18359.85,,125,
62,Marqués de la Valdavia,2022/01/04 10:19:00,505.0,2842.03,,3203.0,18025.78,,160,
63,Miraflores,2022/01/04 10:19:00,635.0,2872.78,,4571.0,20679.52,,172,
64,Valdelasfuentes,2022/01/04 10:19:00,762.0,2882.0,,4384.0,16580.94,,262,
65,Alcobendas - Chopera,2021/12/28 10:30:00,432.0,1534.36,,5562.0,19754.93,,8,
66,La Moraleja,2021/12/28 10:30:00,515.0,2150.4,,4167.0,17399.47,,125,
67,Marqués de la Valdavia,2021/12/28 10:30:00,357.0,2009.12,,2935.0,16517.53,,160,
68,Miraflores,2021/12/28 10:30:00,314.0,1420.56,,4194.0,18973.94,,172,
69,Valdelasfuentes,2021/12/28 10:30:00,576.0,2178.52,,4024.0,15219.36,,262,
70,Alcobendas - Chopera,2021/12/21 10:15:00,141.0,500.8,,5145.0,18273.84,,8,
71,La Moraleja,2021/12/21 10:15:00,219.0,914.44,,3809.0,15904.63,,125,
72,Marqués de la Valdavia,2021/12/21 10:15:00,138.0,776.63,,2651.0,14919.24,,160,
73,Miraflores,2021/12/21 10:15:00,110.0,497.65,,3888.0,17589.58,,172,
74,Valdelasfuentes,2021/12/21 10:15:00,217.0,820.73,,3579.0,13536.31,,262,
75,Alcobendas - Chopera,2021/12/14 10:36:00,72.0,255.73,,5021.0,17833.42,,8,
76,La Moraleja,2021/12/14 10:36:00,84.0,350.75,,3597.0,15019.42,,125,
77,Marqués de la Valdavia,2021/12/14 10:36:00,43.0,241.99,,2522.0,14193.26,,160,
78,Miraflores,2021/12/14 10:36:00,53.0,239.78,,3787.0,17132.65,,172,
79,Valdelasfuentes,2021/12/14 10:36:00,66.0,249.62,,3385.0,12802.57,,262,
80,Alcobendas - Chopera,2021/12/07 10:45:00,48.0,170.48,,4968.0,17645.18,,8,
81,La Moraleja,2021/12/07 10:45:00,57.0,238.01,,3544.0,14798.11,,125,
82,Marqués de la Valdavia,2021/12/07 10:45:00,30.0,168.83,,2474.0,13923.12,,160,
83,Miraflores,2021/12/07 10:45:00,32.0,144.77,,3754.0,16983.35,,172,
84,Valdelasfuentes,2021/12/07 10:45:00,34.0,128.59,,3318.0,12549.17,,262,
85,Alcobendas - Chopera,2021/11/30 10:34:00,33.0,117.21,,4939.0,17542.18,,8,
86,La Moraleja,2021/11/30 10:34:00,46.0,192.07,,3513.0,14668.67,,125,
87,Marqués de la Valdavia,2021/11/30 10:34:00,27.0,151.95,,2460.0,13844.34,,160,
88,Miraflores,2021/11/30 10:34:00,19.0,85.96,,3731.0,16879.3,,172,
89,Valdelasfuentes,2021/11/30 10:34:00,24.0,90.77,,3297.0,12469.74,,262,
90,Alcobendas - Chopera,2021/11/23 10:27:00,29.0,103.0,,4920.0,17474.69,,8,
91,La Moraleja,2021/11/23 10:27:00,43.0,179.55,,3487.0,14560.11,,125,
92,Marqués de la Valdavia,2021/11/23 10:27:00,22.0,123.81,,2446.0,13765.55,,160,
93,Miraflores,2021/11/23 10:27:00,14.0,63.34,,3718.0,16820.48,,172,
94,Valdelasfuentes,2021/11/23 10:27:00,25.0,94.55,,3285.0,12424.36,,262,
95,Alcobendas - Chopera,2021/11/16 10:28:00,17.0,60.38,,4906.0,17424.97,,8,
96,La Moraleja,2021/11/16 10:28:00,10.0,41.76,,3450.0,14405.61,,125,
97,Marqués de la Valdavia,2021/11/16 10:28:00,15.0,84.42,,2432.0,13686.76,,160,
98,Miraflores,2021/11/16 10:28:00,11.0,49.76,,3710.0,16784.29,,172,
99,Valdelasfuentes,2021/11/16 10:28:00,17.0,64.3,,3272.0,12375.19,,262,
100,Alcobendas - Chopera,2021/11/10 10:31:00,9.0,31.97,,4893.0,17378.8,,8,
101,La Moraleja,2021/11/10 10:31:00,5.0,20.88,,3442.0,14372.21,,125,
102,Marqués de la Valdavia,2021/11/10 10:31:00,13.0,73.16,,2425.0,13647.36,,160,
103,Miraflores,2021/11/10 10:31:00,9.0,40.72,,3705.0,16761.67,,172,
104,Valdelasfuentes,2021/11/10 10:31:00,8.0,30.26,,3264.0,12344.93,,262,
105,Alcobendas - Chopera,2021/11/02 11:43:00,19.0,67.48,,4887.0,17357.49,,8,
106,La Moraleja,2021/11/02 11:43:00,7.0,29.23,,3434.0,14338.8,,125,
107,Marqués de la Valdavia,2021/11/02 11:43:00,13.0,73.16,,2414.0,13585.46,,160,
108,Miraflores,2021/11/02 11:43:00,13.0,58.81,,3697.0,16725.48,,172,
109,Valdelasfuentes,2021/11/02 11:43:00,9.0,34.04,,3251.0,12295.76,,262,
110,Alcobendas - Chopera,2021/10/26 12:46:00,22.0,78.14,,4876.0,17318.42,,8,
111,La Moraleja,2021/10/26 12:46:00,,16.7,,3425.0,14301.22,,125,
112,Marqués de la Valdavia,2021/10/26 12:46:00,6.0,33.77,,2401.0,13512.3,,160,
113,Miraflores,2021/10/26 12:46:00,20.0,90.48,,3689.0,16689.29,,172,
114,Valdelasfuentes,2021/10/26 12:46:00,11.0,41.6,,3244.0,12269.29,,262,
115,Alcobendas - Chopera,2021/10/19 12:28:00,17.0,60.38,,4863.0,17272.24,,8,
116,La Moraleja,2021/10/19 12:28:00,7.0,29.23,,3420.0,14280.35,,125,
117,Marqués de la Valdavia,2021/10/19 12:28:00,,16.88,,2394.0,13472.9,,160,
118,Miraflores,2021/10/19 12:28:00,16.0,72.39,,3677.0,16635.0,,172,
119,Valdelasfuentes,2021/10/19 12:28:00,11.0,41.6,,3237.0,12242.81,,262,
120,Alcobendas - Chopera,2021/10/13 12:31:00,9.0,31.97,,4851.0,17229.62,,8,
121,La Moraleja,2021/10/13 12:31:00,8.0,33.4,,3419.0,14276.17,,125,
122,Marqués de la Valdavia,2021/10/13 12:31:00,9.0,50.65,,2392.0,13461.65,,160,
123,Miraflores,2021/10/13 12:31:00,9.0,40.72,,3667.0,16589.76,,172,
124,Valdelasfuentes,2021/10/13 12:31:00,15.0,56.73,,3227.0,12204.99,,262,
125,Alcobendas - Chopera,2021/10/05 12:16:00,9.0,31.97,,4843.0,17201.21,,8,
126,La Moraleja,2021/10/05 12:16:00,5.0,20.88,,3405.0,14217.71,,125,
127,Marqués de la Valdavia,2021/10/05 12:16:00,8.0,45.02,,2388.0,13439.14,,160,
128,Miraflores,2021/10/05 12:16:00,7.0,31.67,,3663.0,16571.66,,172,
129,Valdelasfuentes,2021/10/05 12:16:00,17.0,64.3,,3222.0,12186.08,,262,
130,Alcobendas - Chopera,2021/09/28 12:26:00,22.0,78.14,,4841.0,17194.1,,8,
131,La Moraleja,2021/09/28 12:26:00,15.0,62.63,,3402.0,14205.19,,125,
132,Marqués de la Valdavia,2021/09/28 12:26:00,,11.26,,2381.0,13399.74,,160,
133,Miraflores,2021/09/28 12:26:00,15.0,67.86,,3657.0,16544.52,,172,
134,Valdelasfuentes,2021/09/28 12:26:00,16.0,60.51,,3212.0,12148.26,,262,
135,Alcobendas - Chopera,2021/09/21 12:31:00,21.0,74.59,,4833.0,17165.69,,8,
136,La Moraleja,2021/09/21 12:31:00,21.0,87.69,,3400.0,14196.83,,125,
137,Marqués de la Valdavia,2021/09/21 12:31:00,,16.88,,2380.0,13394.11,,160,
138,Miraflores,2021/09/21 12:31:00,21.0,95.01,,3655.0,16535.47,,172,
139,Valdelasfuentes,2021/09/21 12:31:00,22.0,83.21,,3202.0,12110.44,,262,
140,Alcobendas - Chopera,2021/09/14 12:51:00,25.0,88.79,,4817.0,17108.86,,8,
141,La Moraleja,2021/09/14 12:51:00,18.0,75.16,,3387.0,14142.55,,125,
142,Marqués de la Valdavia,2021/09/14 12:51:00,9.0,50.65,,2378.0,13382.86,,160,
143,Miraflores,2021/09/14 12:51:00,49.0,221.68,,3642.0,16476.66,,172,
144,Valdelasfuentes,2021/09/14 12:51:00,26.0,98.34,,3194.0,12080.18,,262,
145,Alcobendas - Chopera,2021/09/07 12:45:00,49.0,174.04,,4809.0,17080.45,,8,
146,La Moraleja,2021/09/07 12:45:00,22.0,91.86,,3374.0,14088.27,,125,
147,Marqués de la Valdavia,2021/09/07 12:45:00,16.0,90.04,,2377.0,13377.23,,160,
148,Miraflores,2021/09/07 12:45:00,81.0,366.45,,3633.0,16435.94,,172,
149,Valdelasfuentes,2021/09/07 12:45:00,33.0,124.81,,3179.0,12023.45,,262,
150,Alcobendas - Chopera,2021/08/31 12:38:00,72.0,255.73,,4790.0,17012.96,,8,
151,La Moraleja,2021/08/31 12:38:00,27.0,112.74,,3366.0,14054.87,,125,
152,Marqués de la Valdavia,2021/08/31 12:38:00,26.0,146.32,,2369.0,13332.21,,160,
153,Miraflores,2021/08/31 12:38:00,76.0,343.83,,3587.0,16227.83,,172,
154,Valdelasfuentes,2021/08/31 12:38:00,51.0,192.89,,3167.0,11978.06,,262,
155,Alcobendas - Chopera,2021/08/24 12:31:00,100.0,355.18,,4756.0,16892.2,,8,
156,La Moraleja,2021/08/24 12:31:00,34.0,141.97,,3350.0,13988.06,,125,
157,Marqués de la Valdavia,2021/08/24 12:31:00,36.0,202.6,,2360.0,13281.56,,160,
158,Miraflores,2021/08/24 12:31:00,97.0,438.83,,3551.0,16064.97,,172,
159,Valdelasfuentes,2021/08/24 12:31:00,54.0,204.24,,3144.0,11891.07,,262,
160,Alcobendas - Chopera,2021/08/17 12:13:00,145.0,515.01,,4716.0,16750.13,,8,
161,La Moraleja,2021/08/17 12:13:00,60.0,250.53,,3334.0,13921.25,,125,
162,Marqués de la Valdavia,2021/08/17 12:13:00,61.0,343.29,,2342.0,13180.26,,160,
163,Miraflores,2021/08/17 12:13:00,126.0,570.03,,3511.0,15884.0,,172,
164,Valdelasfuentes,2021/08/17 12:13:00,78.0,295.01,,3115.0,11781.39,,262,
165,Alcobendas - Chopera,2021/08/10 12:16:00,208.0,738.77,,4654.0,16529.92,,8,
166,La Moraleja,2021/08/10 12:16:00,106.0,442.61,,3308.0,13812.69,,125,
167,Marqués de la Valdavia,2021/08/10 12:16:00,91.0,512.13,,2324.0,13078.96,,160,
168,Miraflores,2021/08/10 12:16:00,169.0,764.57,,3452.0,15617.08,,172,
169,Valdelasfuentes,2021/08/10 12:16:00,139.0,525.72,,3088.0,11679.27,,262,
170,Alcobendas - Chopera,2021/08/03 12:27:00,262.0,930.56,,4556.0,16181.85,,8,
171,La Moraleja,2021/08/03 12:27:00,182.0,759.95,,3250.0,13570.5,,125,
172,Marqués de la Valdavia,2021/08/03 12:27:00,107.0,602.17,,2279.0,12825.71,,160,
173,Miraflores,2021/08/03 12:27:00,220.0,995.29,,3386.0,15318.49,,172,
174,Valdelasfuentes,2021/08/03 12:27:00,187.0,707.26,,3018.0,11414.52,,262,
175,Alcobendas - Chopera,2021/07/27 12:08:00,238.0,845.32,,4435.0,15752.09,,8,
176,La Moraleja,2021/07/27 12:08:00,258.0,1077.29,,3171.0,13240.64,,125,
177,Marqués de la Valdavia,2021/07/27 12:08:00,101.0,568.41,,2227.0,12533.06,,160,
178,Miraflores,2021/07/27 12:08:00,189.0,855.05,,3276.0,14820.85,,172,
179,Valdelasfuentes,2021/07/27 12:08:00,194.0,733.74,,2943.0,11130.86,,262,
180,Alcobendas - Chopera,2021/07/20 12:13:00,135.0,479.49,,4290.0,15237.08,,8,
181,La Moraleja,2021/07/20 12:13:00,213.0,889.39,,3049.0,12731.22,,125,
182,Marqués de la Valdavia,2021/07/20 12:13:00,58.0,326.41,,2170.0,12212.28,,160,
183,Miraflores,2021/07/20 12:13:00,103.0,465.98,,3168.0,14332.25,,172,
184,Valdelasfuentes,2021/07/20 12:13:00,124.0,468.99,,2829.0,10699.7,,262,
185,Alcobendas - Chopera,2021/07/13 12:04:00,56.0,198.9,,4197.0,14906.77,,8,
186,La Moraleja,2021/07/13 12:04:00,94.0,392.5,,2894.0,12084.01,,125,
187,Marqués de la Valdavia,2021/07/13 12:04:00,25.0,140.69,,2124.0,11953.4,,160,
188,Miraflores,2021/07/13 12:04:00,35.0,158.34,,3087.0,13965.8,,172,
189,Valdelasfuentes,2021/07/13 12:04:00,59.0,223.15,,2744.0,10378.21,,262,
190,Alcobendas - Chopera,2021/07/06 12:21:00,21.0,74.59,,4155.0,14757.59,,8,
191,La Moraleja,2021/07/06 12:21:00,43.0,179.55,,2829.0,11812.6,,125,
192,Marqués de la Valdavia,2021/07/06 12:21:00,19.0,106.93,,2110.0,11874.61,,160,
193,Miraflores,2021/07/06 12:21:00,19.0,85.96,,3064.0,13861.74,,172,
194,Valdelasfuentes,2021/07/06 12:21:00,31.0,117.25,,2702.0,10219.36,,262,
195,Alcobendas - Chopera,2021/06/29 12:04:00,11.0,39.07,,4140.0,14704.32,,8,
196,La Moraleja,2021/06/29 12:04:00,19.0,79.34,,2795.0,11670.63,,125,
197,Marqués de la Valdavia,2021/06/29 12:04:00,9.0,50.65,,2097.0,11801.45,,160,
198,Miraflores,2021/06/29 12:04:00,17.0,76.91,,3052.0,13807.46,,172,
199,Valdelasfuentes,2021/06/29 12:04:00,31.0,117.25,,2685.0,10155.07,,262,
200,Alcobendas - Chopera,2021/06/22 12:07:00,24.0,85.24,,4134.0,14683.0,,8,
201,La Moraleja,2021/06/22 12:07:00,22.0,91.86,,2783.0,11620.53,,125,
202,Marqués de la Valdavia,2021/06/22 12:07:00,7.0,39.39,,2091.0,11767.69,,160,
203,Miraflores,2021/06/22 12:07:00,30.0,135.72,,3046.0,13780.31,,172,
204,Valdelasfuentes,2021/06/22 12:07:00,36.0,136.16,,2665.0,10079.43,,262,
205,Alcobendas - Chopera,2021/06/15 12:59:00,37.0,131.42,,4129.0,14665.25,,8,
206,La Moraleja,2021/06/15 12:59:00,41.0,171.2,,2776.0,11591.3,,125,
207,Marqués de la Valdavia,2021/06/15 12:59:00,15.0,84.42,,2087.0,11745.17,,160,
208,Miraflores,2021/06/15 12:59:00,38.0,171.91,,3035.0,13730.55,,172,
209,Valdelasfuentes,2021/06/15 12:59:00,32.0,121.03,,2649.0,10018.91,,262,
210,Alcobendas - Chopera,2021/06/08 12:03:00,45.0,159.83,,4105.0,14580.0,,8,
211,La Moraleja,2021/06/08 12:03:00,42.0,175.37,,2751.0,11486.91,,125,
212,Marqués de la Valdavia,2021/06/08 12:03:00,25.0,140.69,,2082.0,11717.04,,160,
213,Miraflores,2021/06/08 12:03:00,38.0,171.91,,3016.0,13644.59,,172,
214,Valdelasfuentes,2021/06/08 12:03:00,34.0,128.59,,2631.0,9950.83,,262,
215,Alcobendas - Chopera,2021/06/01 12:12:00,54.0,191.8,,4086.0,14512.52,,8,
216,La Moraleja,2021/06/01 12:12:00,60.0,250.53,,2729.0,11395.05,,125,
217,Marqués de la Valdavia,2021/06/01 12:12:00,26.0,146.32,,2072.0,11660.76,,160,
218,Miraflores,2021/06/01 12:12:00,38.0,171.91,,2997.0,13558.63,,172,
219,Valdelasfuentes,2021/06/01 12:12:00,41.0,155.07,,2620.0,9909.23,,262,
220,Alcobendas - Chopera,2021/05/25 11:53:00,48.0,170.48,,4056.0,14405.97,,8,
221,La Moraleja,2021/05/25 11:53:00,59.0,246.36,,2703.0,11286.48,,125,
222,Marqués de la Valdavia,2021/05/25 11:53:00,26.0,146.32,,2055.0,11565.09,,160,
223,Miraflores,2021/05/25 11:53:00,38.0,171.91,,2978.0,13472.67,,172,
224,Valdelasfuentes,2021/05/25 11:53:00,34.0,128.59,,2595.0,9814.67,,262,
225,La Moraleja,2021/05/18 12:15:00,52.0,217.13,,2667.0,11136.16,,125,
226,Marqués de la Valdavia,2021/05/18 12:15:00,44.0,247.62,,2045.0,11508.81,,160,
227,Miraflores,2021/05/18 12:15:00,47.0,212.63,,2959.0,13386.72,,172,
228,Valdelasfuentes,2021/05/18 12:15:00,38.0,143.72,,2578.0,9750.38,,262,
229,Alcobendas - Chopera,2021/05/18 12:15:00,59.0,209.55,,4030.0,14313.62,,8,
230,Alcobendas - Chopera,2021/05/11 12:15:00,101.0,358.73,,4008.0,14235.48,,8,
231,La Moraleja,2021/05/11 12:15:00,91.0,379.97,,2640.0,11023.42,,125,
232,Marqués de la Valdavia,2021/05/11 12:15:00,64.0,360.18,,2027.0,11407.51,,160,
233,Miraflores,2021/05/11 12:15:00,70.0,316.68,,2939.0,13296.24,,172,
234,Valdelasfuentes,2021/05/11 12:15:00,74.0,279.88,,2558.0,9674.74,,262,
235,Alcobendas - Chopera,2021/05/04 11:59:00,129.0,458.18,,3972.0,14107.62,,8,
236,La Moraleja,2021/05/04 11:59:00,111.0,463.48,,2595.0,10835.53,,125,
237,Marqués de la Valdavia,2021/05/04 11:59:00,72.0,405.2,,1999.0,11249.93,,160,
238,Miraflores,2021/05/04 11:59:00,90.0,407.17,,2910.0,13165.04,,172,
239,Valdelasfuentes,2021/05/04 11:59:00,86.0,325.26,,2535.0,9587.75,,262,
240,Alcobendas - Chopera,2021/04/27 11:54:00,117.0,415.56,,3904.0,13866.1,,8,
241,La Moraleja,2021/04/27 11:54:00,101.0,421.73,,2511.0,10484.78,,125,
242,Marqués de la Valdavia,2021/04/27 11:54:00,60.0,337.67,,1961.0,11036.07,,160,
243,Miraflores,2021/04/27 11:54:00,77.0,348.35,,2868.0,12975.03,,172,
244,Valdelasfuentes,2021/04/27 11:54:00,89.0,336.61,,2482.0,9387.29,,262,
245,Alcobendas - Chopera,2021/04/20 13:22:00,111.0,394.25,,3838.0,13631.68,,8,
246,La Moraleja,2021/04/20 13:22:00,117.0,488.54,,2448.0,10221.72,,125,
247,Marqués de la Valdavia,2021/04/20 13:22:00,49.0,275.76,,1926.0,10839.1,,160,
248,Miraflores,2021/04/20 13:22:00,66.0,298.59,,2822.0,12766.92,,172,
249,Valdelasfuentes,2021/04/20 13:22:00,100.0,378.21,,2445.0,9247.35,,262,
250,Alcobendas - Chopera,2021/04/13 11:51:00,89.0,316.11,,3782.0,13432.78,,8,
251,La Moraleja,2021/04/13 11:51:00,88.0,367.45,,2385.0,9958.66,,125,
252,Marqués de la Valdavia,2021/04/13 11:51:00,43.0,241.99,,1901.0,10698.41,,160,
253,Miraflores,2021/04/13 11:51:00,61.0,275.97,,2789.0,12617.63,,172,
254,Valdelasfuentes,2021/04/13 11:51:00,91.0,344.18,,2389.0,9035.55,,262,
255,Alcobendas - Chopera,2021/04/06 11:56:00,72.0,261.22,,3726.0,13518.12,,8,
