,Zona básica de salud,fecha informe,Casos confirmados en los ultimos 14 días,Tasa de incidencia acumulada en los últimos 14 días,Tasa incidencia acumulada activos ultimos 14dias,Casos confirmados totales,Tasa de incidencia acumulada total,Casos confirmados activos ultimos 14dias,Código geometría,Unnamed: 9
801,La Moraleja,2020/04/23 07:00:00,26.0,109.35,,134.0,563.57,,125,
802,Marqués de la Valdavia,2020/04/23 07:00:00,31.0,176.51,,95.0,540.91,,160,
803,Miraflores,2020/04/23 07:00:00,32.0,146.49,,137.0,627.15,,172,
804,Valdelasfuentes,2020/04/23 07:00:00,16.0,60.86,,129.0,490.64,,262,
805,Alcobendas - Chopera,2020/04/22 07:00:00,38.0,137.87,,152.0,551.46,,8,
806,La Moraleja,2020/04/22 07:00:00,27.0,113.56,,129.0,542.54,,125,
807,Marqués de la Valdavia,2020/04/22 07:00:00,33.0,187.9,,93.0,529.52,,160,
808,Miraflores,2020/04/22 07:00:00,41.0,187.69,,136.0,622.57,,172,
809,Valdelasfuentes,2020/04/22 07:00:00,19.0,72.27,,127.0,483.04,,262,
810,Alcobendas - Chopera,2020/04/21 07:00:00,48.0,174.15,,152.0,551.46,,8,
811,La Moraleja,2020/04/21 07:00:00,30.0,126.17,,106.0,445.81,,125,
812,Marqués de la Valdavia,2020/04/21 07:00:00,38.0,216.36,,92.0,523.83,,160,
813,Miraflores,2020/04/21 07:00:00,48.0,219.73,,134.0,613.41,,172,
814,Valdelasfuentes,2020/04/21 07:00:00,23.0,87.48,,124.0,471.63,,262,
815,Alcobendas - Chopera,2020/04/20 07:00:00,49.0,177.77,,146.0,529.7,,8,
816,La Moraleja,2020/04/20 07:00:00,28.0,117.76,,102.0,428.99,,125,
817,Marqués de la Valdavia,2020/04/20 07:00:00,38.0,216.36,,91.0,518.13,,160,
818,Miraflores,2020/04/20 07:00:00,52.0,238.04,,132.0,604.26,,172,
819,Valdelasfuentes,2020/04/20 07:00:00,25.0,95.09,,121.0,460.22,,262,
820,Alcobendas - Chopera,2020/04/19 07:00:00,53.0,192.29,,145.0,526.07,,8,
821,La Moraleja,2020/04/19 07:00:00,25.0,105.14,,99.0,416.37,,125,
822,Marqués de la Valdavia,2020/04/19 07:00:00,45.0,256.22,,91.0,518.13,,160,
823,Miraflores,2020/04/19 07:00:00,55.0,251.77,,132.0,604.26,,172,
824,Valdelasfuentes,2020/04/19 07:00:00,29.0,110.3,,121.0,460.22,,262,
825,Alcobendas - Chopera,2020/04/18 07:00:00,52.0,188.66,,140.0,507.93,,8,
826,La Moraleja,2020/04/18 07:00:00,22.0,92.53,,94.0,395.34,,125,
827,Marqués de la Valdavia,2020/04/18 07:00:00,46.0,261.91,,88.0,501.05,,160,
828,Miraflores,2020/04/18 07:00:00,57.0,260.93,,130.0,595.1,,172,
829,Valdelasfuentes,2020/04/18 07:00:00,32.0,121.71,,118.0,448.81,,262,
830,Alcobendas - Chopera,2020/04/17 07:00:00,52.0,188.66,,137.0,497.04,,8,
831,La Moraleja,2020/04/17 07:00:00,24.0,100.94,,90.0,378.52,,125,
832,Marqués de la Valdavia,2020/04/17 07:00:00,44.0,250.53,,84.0,478.28,,160,
833,Miraflores,2020/04/17 07:00:00,65.0,297.55,,130.0,595.1,,172,
834,Valdelasfuentes,2020/04/17 07:00:00,39.0,148.33,,116.0,441.2,,262,
835,Alcobendas - Chopera,2020/04/16 07:00:00,54.0,195.91,,135.0,489.79,,8,
836,La Moraleja,2020/04/16 07:00:00,21.0,88.32,,86.0,361.69,,125,
837,Marqués de la Valdavia,2020/04/16 07:00:00,42.0,239.14,,82.0,466.89,,160,
838,Miraflores,2020/04/16 07:00:00,60.0,274.66,,123.0,563.06,,172,
839,Valdelasfuentes,2020/04/16 07:00:00,40.0,152.14,,115.0,437.4,,262,
840,Alcobendas - Chopera,2020/04/15 07:00:00,53.0,192.29,,132.0,478.9,,8,
841,La Moraleja,2020/04/15 07:00:00,20.0,84.11,,83.0,349.08,,125,
842,Marqués de la Valdavia,2020/04/15 07:00:00,39.0,222.06,,77.0,438.42,,160,
843,Miraflores,2020/04/15 07:00:00,61.0,279.24,,120.0,549.32,,172,
844,Valdelasfuentes,2020/04/15 07:00:00,41.0,155.94,,111.0,422.18,,262,
845,Alcobendas - Chopera,2020/04/14 07:00:00,54.0,195.91,,128.0,464.39,,8,
846,La Moraleja,2020/04/14 07:00:00,22.0,92.53,,80.0,336.46,,125,
847,Marqués de la Valdavia,2020/04/14 07:00:00,37.0,210.67,,73.0,415.65,,160,
848,Miraflores,2020/04/14 07:00:00,62.0,283.82,,117.0,535.59,,172,
849,Valdelasfuentes,2020/04/14 07:00:00,45.0,171.15,,111.0,422.18,,262,
850,Alcobendas - Chopera,2020/04/13 07:00:00,53.0,192.29,,120.0,435.37,,8,
851,La Moraleja,2020/04/13 07:00:00,23.0,96.73,,79.0,332.25,,125,
852,Marqués de la Valdavia,2020/04/13 07:00:00,36.0,204.98,,70.0,398.57,,160,
853,Miraflores,2020/04/13 07:00:00,60.0,274.66,,114.0,521.86,,172,
854,Valdelasfuentes,2020/04/13 07:00:00,54.0,205.39,,111.0,422.18,,262,
855,Alcobendas - Chopera,2020/04/12 07:00:00,49.0,177.77,,116.0,420.85,,8,
856,La Moraleja,2020/04/12 07:00:00,23.0,96.73,,79.0,332.25,,125,
857,Marqués de la Valdavia,2020/04/12 07:00:00,38.0,216.36,,68.0,387.18,,160,
858,Miraflores,2020/04/12 07:00:00,55.0,251.77,,108.0,494.39,,172,
859,Valdelasfuentes,2020/04/12 07:00:00,55.0,209.19,,110.0,418.38,,262,
860,Alcobendas - Chopera,2020/04/11 07:00:00,46.0,166.89,,111.0,402.71,,8,
861,La Moraleja,2020/04/11 07:00:00,26.0,109.35,,78.0,328.05,,125,
862,Marqués de la Valdavia,2020/04/11 07:00:00,32.0,182.2,,65.0,370.1,,160,
863,Miraflores,2020/04/11 07:00:00,48.0,219.73,,101.0,462.35,,172,
864,Valdelasfuentes,2020/04/11 07:00:00,55.0,209.19,,110.0,418.38,,262,
865,Alcobendas - Chopera,2020/04/10 07:00:00,60.0,217.68,,108.0,391.83,,8,
866,La Moraleja,2020/04/10 07:00:00,36.0,151.41,,76.0,319.64,,125,
867,Marqués de la Valdavia,2020/04/10 07:00:00,32.0,182.2,,60.0,341.63,,160,
868,Miraflores,2020/04/10 07:00:00,52.0,238.04,,97.0,444.04,,172,
869,Valdelasfuentes,2020/04/10 07:00:00,58.0,220.6,,107.0,406.97,,262,
870,Alcobendas - Chopera,2020/04/09 07:00:00,71.0,257.59,,108.0,391.83,,8,
871,La Moraleja,2020/04/09 07:00:00,39.0,164.02,,74.0,311.23,,125,
872,Marqués de la Valdavia,2020/04/09 07:00:00,32.0,182.2,,57.0,324.55,,160,
873,Miraflores,2020/04/09 07:00:00,53.0,242.62,,94.0,430.3,,172,
874,Valdelasfuentes,2020/04/09 07:00:00,70.0,266.24,,105.0,399.36,,262,
875,Alcobendas - Chopera,2020/04/08 07:00:00,73.0,264.85,,105.0,380.95,,8,
876,La Moraleja,2020/04/08 07:00:00,42.0,176.64,,72.0,302.81,,125,
877,Marqués de la Valdavia,2020/04/08 07:00:00,37.0,210.67,,57.0,324.55,,160,
878,Miraflores,2020/04/08 07:00:00,58.0,265.51,,90.0,411.99,,172,
879,Valdelasfuentes,2020/04/08 07:00:00,76.0,289.06,,101.0,384.15,,262,
880,Alcobendas - Chopera,2020/04/07 07:00:00,66.0,239.45,,95.0,344.66,,8,
881,La Moraleja,2020/04/07 07:00:00,44.0,185.05,,70.0,294.4,,125,
882,Marqués de la Valdavia,2020/04/07 07:00:00,31.0,176.51,,50.0,284.69,,160,
883,Miraflores,2020/04/07 07:00:00,53.0,242.62,,82.0,375.37,,172,
884,Valdelasfuentes,2020/04/07 07:00:00,72.0,273.85,,96.0,365.13,,262,
885,Alcobendas - Chopera,2020/04/06 07:00:00,63.0,228.57,,90.0,326.52,,8,
886,La Moraleja,2020/04/06 07:00:00,43.0,180.85,,68.0,285.99,,125,
887,Marqués de la Valdavia,2020/04/06 07:00:00,32.0,182.2,,50.0,284.69,,160,
888,Miraflores,2020/04/06 07:00:00,47.0,215.15,,74.0,338.75,,172,
889,Valdelasfuentes,2020/04/06 07:00:00,70.0,266.24,,90.0,342.31,,262,
890,Alcobendas - Chopera,2020/04/05 07:00:00,61.0,221.31,,84.0,304.76,,8,
891,La Moraleja,2020/04/05 07:00:00,40.0,168.23,,63.0,264.96,,125,
892,Marqués de la Valdavia,2020/04/05 07:00:00,24.0,136.65,,41.0,233.45,,160,
893,Miraflores,2020/04/05 07:00:00,45.0,206.0,,67.0,306.71,,172,
894,Valdelasfuentes,2020/04/05 07:00:00,69.0,262.44,,86.0,327.1,,262,
895,Alcobendas - Chopera,2020/04/04 07:00:00,60.0,217.68,,83.0,301.13,,8,
896,La Moraleja,2020/04/04 07:00:00,41.0,172.44,,63.0,264.96,,125,
897,Marqués de la Valdavia,2020/04/04 07:00:00,22.0,125.26,,39.0,222.06,,160,
898,Miraflores,2020/04/04 07:00:00,44.0,201.42,,65.0,297.55,,172,
899,Valdelasfuentes,2020/04/04 07:00:00,62.0,235.81,,82.0,311.88,,262,
900,Alcobendas - Chopera,2020/04/03 07:00:00,62.0,224.94,,82.0,297.5,,8,
901,La Moraleja,2020/04/03 07:00:00,48.0,201.88,,62.0,260.76,,125,
902,Marqués de la Valdavia,2020/04/03 07:00:00,25.0,142.34,,39.0,222.06,,160,
903,Miraflores,2020/04/03 07:00:00,42.0,192.26,,60.0,274.66,,172,
904,Valdelasfuentes,2020/04/03 07:00:00,56.0,212.99,,70.0,266.24,,262,
905,Alcobendas - Chopera,2020/04/02 07:00:00,55.0,199.54,,73.0,264.85,,8,
906,La Moraleja,2020/04/02 07:00:00,46.0,193.46,,57.0,239.73,,125,
907,Marqués de la Valdavia,2020/04/02 07:00:00,23.0,130.96,,37.0,210.67,,160,
908,Miraflores,2020/04/02 07:00:00,37.0,169.38,,55.0,251.77,,172,
909,Valdelasfuentes,2020/04/02 07:00:00,52.0,197.78,,65.0,247.22,,262,
910,Alcobendas - Chopera,2020/04/01 07:00:00,50.0,181.4,,67.0,243.08,,8,
911,La Moraleja,2020/04/01 07:00:00,41.0,172.44,,51.0,214.49,,125,
912,Marqués de la Valdavia,2020/04/01 07:00:00,22.0,125.26,,36.0,204.98,,160,
913,Miraflores,2020/04/01 07:00:00,34.0,155.64,,51.0,233.46,,172,
914,Valdelasfuentes,2020/04/01 07:00:00,50.0,190.17,,62.0,235.81,,262,
915,Alcobendas - Chopera,2020/03/31 07:00:00,49.0,177.77,,61.0,221.31,,8,
916,La Moraleja,2020/03/31 07:00:00,35.0,147.2,,44.0,185.05,,125,
917,Marqués de la Valdavia,2020/03/31 07:00:00,22.0,125.26,,34.0,193.59,,160,
918,Miraflores,2020/03/31 07:00:00,34.0,155.64,,47.0,215.15,,172,
919,Valdelasfuentes,2020/03/31 07:00:00,47.0,178.76,,57.0,216.8,,262,
920,Alcobendas - Chopera,2020/03/30 07:00:00,49.0,177.77,,59.0,214.06,,8,
921,La Moraleja,2020/03/30 07:00:00,34.0,143.0,,43.0,180.85,,125,
922,Marqués de la Valdavia,2020/03/30 07:00:00,21.0,119.57,,33.0,187.9,,160,
923,Miraflores,2020/03/30 07:00:00,34.0,155.64,,46.0,210.57,,172,
924,Valdelasfuentes,2020/03/30 07:00:00,39.0,148.33,,49.0,186.37,,262,
925,Alcobendas - Chopera,2020/03/29 07:00:00,51.0,185.03,,59.0,214.06,,8,
926,La Moraleja,2020/03/29 07:00:00,35.0,147.2,,43.0,180.85,,125,
927,Marqués de la Valdavia,2020/03/29 07:00:00,18.0,102.49,,29.0,165.12,,160,
928,Miraflores,2020/03/29 07:00:00,34.0,155.64,,45.0,206.0,,172,
929,Valdelasfuentes,2020/03/29 07:00:00,40.0,152.14,,47.0,178.76,,262,
930,Alcobendas - Chopera,2020/03/28 07:00:00,54.0,195.91,,59.0,214.06,,8,
931,La Moraleja,2020/03/28 07:00:00,37.0,155.61,,43.0,180.85,,125,
932,Marqués de la Valdavia,2020/03/28 07:00:00,19.0,108.18,,29.0,165.12,,160,
933,Miraflores,2020/03/28 07:00:00,37.0,169.38,,45.0,206.0,,172,
934,Valdelasfuentes,2020/03/28 07:00:00,41.0,155.94,,47.0,178.76,,262,
935,Alcobendas - Chopera,2020/03/27 07:00:00,47.0,170.52,,49.0,177.77,,8,
936,La Moraleja,2020/03/27 07:00:00,32.0,134.58,,37.0,155.61,,125,
937,Marqués de la Valdavia,2020/03/27 07:00:00,21.0,119.57,,27.0,153.73,,160,
938,Miraflores,2020/03/27 07:00:00,35.0,160.22,,40.0,183.11,,172,
939,Valdelasfuentes,2020/03/27 07:00:00,40.0,152.14,,44.0,167.35,,262,
940,Alcobendas - Chopera,2020/03/26 07:00:00,38.0,137.87,,39.0,141.49,,8,
941,La Moraleja,2020/03/26 07:00:00,30.0,126.17,,33.0,138.79,,125,
942,Marqués de la Valdavia,2020/03/26 07:00:00,19.0,108.18,,24.0,136.65,,160,
943,Miraflores,2020/03/26 07:00:00,31.0,141.91,,36.0,164.8,,172,
944,Valdelasfuentes,2020/03/26 07:00:00,30.0,114.1,,32.0,121.71,,262,
945,Alcobendas - Chopera,2020/03/25 07:00:00,33.0,119.73,,34.0,123.35,,8,
946,La Moraleja,2020/03/25 07:00:00,25.0,105.14,,28.0,117.76,,125,
947,Marqués de la Valdavia,2020/03/25 07:00:00,15.0,85.41,,20.0,113.88,,160,
948,Miraflores,2020/03/25 07:00:00,29.0,132.75,,30.0,137.33,,172,
949,Valdelasfuentes,2020/03/25 07:00:00,23.0,87.48,,25.0,95.09,,262,
950,Alcobendas - Chopera,2020/03/24 07:00:00,29.0,105.21,,30.0,108.84,,8,
951,La Moraleja,2020/03/24 07:00:00,24.0,100.94,,26.0,109.35,,125,
952,Marqués de la Valdavia,2020/03/24 07:00:00,14.0,79.71,,19.0,108.18,,160,
953,Miraflores,2020/03/24 07:00:00,26.0,119.02,,27.0,123.6,,172,
954,Valdelasfuentes,2020/03/24 07:00:00,23.0,87.48,,24.0,91.28,,262,
955,Alcobendas - Chopera,2020/03/23 07:00:00,27.0,97.96,,27.0,97.96,,8,
956,La Moraleja,2020/03/23 07:00:00,24.0,100.94,,25.0,105.14,,125,
957,Marqués de la Valdavia,2020/03/23 07:00:00,15.0,85.41,,18.0,102.49,,160,
958,Miraflores,2020/03/23 07:00:00,25.0,114.44,,26.0,119.02,,172,
959,Valdelasfuentes,2020/03/23 07:00:00,20.0,76.07,,20.0,76.07,,262,
960,Alcobendas - Chopera,2020/03/22 07:00:00,23.0,83.45,,23.0,83.45,,8,
961,La Moraleja,2020/03/22 07:00:00,23.0,96.73,,23.0,96.73,,125,
962,Marqués de la Valdavia,2020/03/22 07:00:00,15.0,85.41,,17.0,96.79,,160,
963,Miraflores,2020/03/22 07:00:00,20.0,91.55,,21.0,96.13,,172,
964,Valdelasfuentes,2020/03/22 07:00:00,17.0,64.66,,17.0,64.66,,262,
965,Alcobendas - Chopera,2020/03/21 07:00:00,23.0,83.45,,23.0,83.45,,8,
966,La Moraleja,2020/03/21 07:00:00,22.0,92.53,,22.0,92.53,,125,
967,Marqués de la Valdavia,2020/03/21 07:00:00,15.0,85.41,,17.0,96.79,,160,
968,Miraflores,2020/03/21 07:00:00,20.0,91.55,,21.0,96.13,,172,
969,Valdelasfuentes,2020/03/21 07:00:00,17.0,64.66,,17.0,64.66,,262,
970,Alcobendas - Chopera,2020/03/20 07:00:00,20.0,72.56,,20.0,72.56,,8,
971,La Moraleja,2020/03/20 07:00:00,14.0,58.88,,14.0,58.88,,125,
972,Marqués de la Valdavia,2020/03/20 07:00:00,13.0,74.02,,14.0,79.71,,160,
973,Miraflores,2020/03/20 07:00:00,18.0,82.4,,18.0,82.4,,172,
974,Valdelasfuentes,2020/03/20 07:00:00,14.0,53.25,,14.0,53.25,,262,
975,Alcobendas - Chopera,2020/03/19 07:00:00,18.0,65.3,,18.0,65.3,,8,
976,La Moraleja,2020/03/19 07:00:00,11.0,46.26,,11.0,46.26,,125,
977,Marqués de la Valdavia,2020/03/19 07:00:00,13.0,74.02,,14.0,79.71,,160,
978,Miraflores,2020/03/19 07:00:00,18.0,82.4,,18.0,82.4,,172,
979,Valdelasfuentes,2020/03/19 07:00:00,13.0,49.44,,13.0,49.44,,262,
980,Alcobendas - Chopera,2020/03/18 07:00:00,17.0,61.68,,17.0,61.68,,8,
981,La Moraleja,2020/03/18 07:00:00,10.0,42.06,,10.0,42.06,,125,
982,Marqués de la Valdavia,2020/03/18 07:00:00,13.0,74.02,,14.0,79.71,,160,
983,Miraflores,2020/03/18 07:00:00,17.0,77.82,,17.0,77.82,,172,
984,Valdelasfuentes,2020/03/18 07:00:00,12.0,45.64,,12.0,45.64,,262,
985,Alcobendas - Chopera,2020/03/17 07:00:00,12.0,43.54,,12.0,43.54,,8,
986,La Moraleja,2020/03/17 07:00:00,9.0,37.85,,9.0,37.85,,125,
987,Marqués de la Valdavia,2020/03/17 07:00:00,11.0,62.63,,12.0,68.33,,160,
988,Miraflores,2020/03/17 07:00:00,13.0,59.51,,13.0,59.51,,172,
989,Valdelasfuentes,2020/03/17 07:00:00,10.0,38.03,,10.0,38.03,,262,
990,Alcobendas - Chopera,2020/03/16 07:00:00,10.0,36.28,,10.0,36.28,,8,
991,La Moraleja,2020/03/16 07:00:00,9.0,37.85,,9.0,37.85,,125,
992,Marqués de la Valdavia,2020/03/16 07:00:00,11.0,62.63,,12.0,68.33,,160,
993,Miraflores,2020/03/16 07:00:00,12.0,54.93,,12.0,54.93,,172,
994,Valdelasfuentes,2020/03/16 07:00:00,10.0,38.03,,10.0,38.03,,262,
995,Alcobendas - Chopera,2020/03/15 07:00:00,8.0,29.02,,8.0,29.02,,8,
996,La Moraleja,2020/03/15 07:00:00,8.0,33.65,,8.0,33.65,,125,
997,Marqués de la Valdavia,2020/03/15 07:00:00,10.0,56.94,,11.0,62.63,,160,
998,Miraflores,2020/03/15 07:00:00,11.0,50.35,,11.0,50.35,,172,
999,Valdelasfuentes,2020/03/15 07:00:00,7.0,26.62,,7.0,26.62,,262,
1000,Alcobendas - Chopera,2020/03/14 07:00:00,,18.14,,,18.14,,8,
1001,La Moraleja,2020/03/14 07:00:00,6.0,25.23,,6.0,25.23,,125,
1002,Marqués de la Valdavia,2020/03/14 07:00:00,9.0,51.24,,10.0,56.94,,160,
1003,Miraflores,2020/03/14 07:00:00,8.0,36.62,,8.0,36.62,,172,
1004,Valdelasfuentes,2020/03/14 07:00:00,6.0,22.82,,6.0,22.82,,262,
1005,Alcobendas - Chopera,2020/03/13 07:00:00,,7.26,,,7.26,,8,
1006,La Moraleja,2020/03/13 07:00:00,,21.03,,,21.03,,125,
1007,Marqués de la Valdavia,2020/03/13 07:00:00,,28.47,,6.0,34.16,,160,
1008,Miraflores,2020/03/13 07:00:00,,22.89,,,22.89,,172,
1009,Valdelasfuentes,2020/03/13 07:00:00,,15.21,,,15.21,,262,
1010,Alcobendas - Chopera,2020/03/12 07:00:00,,3.63,,,3.63,,8,
1011,La Moraleja,2020/03/12 07:00:00,,12.62,,,12.62,,125,
1012,Marqués de la Valdavia,2020/03/12 07:00:00,,28.47,,,28.47,,160,
1013,Miraflores,2020/03/12 07:00:00,,22.89,,,22.89,,172,
1014,Valdelasfuentes,2020/03/12 07:00:00,,7.61,,,7.61,,262,
1015,Alcobendas - Chopera,2020/03/11 07:00:00,,3.63,,,3.63,,8,
1016,La Moraleja,2020/03/11 07:00:00,,12.62,,,12.62,,125,
1017,Marqués de la Valdavia,2020/03/11 07:00:00,,28.47,,,28.47,,160,
1018,Miraflores,2020/03/11 07:00:00,,4.58,,,4.58,,172,
1019,Valdelasfuentes,2020/03/11 07:00:00,,7.61,,,7.61,,262,
1020,Alcobendas - Chopera,2020/03/10 07:00:00,,3.63,,,3.63,,8,
1021,La Moraleja,2020/03/10 07:00:00,,8.41,,,8.41,,125,
1022,Marqués de la Valdavia,2020/03/10 07:00:00,,28.47,,,28.47,,160,
1023,Miraflores,2020/03/10 07:00:00,,4.58,,,4.58,,172,
1024,Valdelasfuentes,2020/03/10 07:00:00,,3.8,,,3.8,,262,
1025,Alcobendas - Chopera,2020/03/09 07:00:00,,0.0,,,0.0,,8,
1026,La Moraleja,2020/03/09 07:00:00,,4.21,,,4.21,,125,
1027,Marqués de la Valdavia,2020/03/09 07:00:00,,17.08,,,17.08,,160,
1028,Miraflores,2020/03/09 07:00:00,,4.58,,,4.58,,172,
1029,Valdelasfuentes,2020/03/09 07:00:00,,0.0,,,0.0,,262,
1030,Alcobendas - Chopera,2020/03/08 07:00:00,,0.0,,,0.0,,8,
1031,La Moraleja,2020/03/08 07:00:00,,0.0,,,0.0,,125,
1032,Marqués de la Valdavia,2020/03/08 07:00:00,,11.39,,,11.39,,160,
1033,Miraflores,2020/03/08 07:00:00,,4.58,,,4.58,,172,
1034,Valdelasfuentes,2020/03/08 07:00:00,,0.0,,,0.0,,262,
1035,Alcobendas - Chopera,2020/03/07 07:00:00,,0.0,,,0.0,,8,
1036,La Moraleja,2020/03/07 07:00:00,,0.0,,,0.0,,125,
1037,Marqués de la Valdavia,2020/03/07 07:00:00,,11.39,,,11.39,,160,
1038,Miraflores,2020/03/07 07:00:00,,4.58,,,4.58,,172,
1039,Valdelasfuentes,2020/03/07 07:00:00,,0.0,,,0.0,,262,
1040,Alcobendas - Chopera,2020/03/06 07:00:00,,0.0,,,0.0,,8,
1041,La Moraleja,2020/03/06 07:00:00,,0.0,,,0.0,,125,
1042,Marqués de la Valdavia,2020/03/06 07:00:00,,5.69,,,5.69,,160,
1043,Miraflores,2020/03/06 07:00:00,,0.0,,,0.0,,172,
1044,Valdelasfuentes,2020/03/06 07:00:00,,0.0,,,0.0,,262,
1045,Alcobendas - Chopera,2020/03/05 07:00:00,,0.0,,,0.0,,8,
1046,La Moraleja,2020/03/05 07:00:00,,0.0,,,0.0,,125,
1047,Marqués de la Valdavia,2020/03/05 07:00:00,,5.69,,,5.69,,160,
1048,Miraflores,2020/03/05 07:00:00,,0.0,,,0.0,,172,
1049,Valdelasfuentes,2020/03/05 07:00:00,,0.0,,,0.0,,262,
1050,Alcobendas - Chopera,2020/03/04 07:00:00,,0.0,,,0.0,,8,
1051,La Moraleja,2020/03/04 07:00:00,,0.0,,,0.0,,125,
1052,Marqués de la Valdavia,2020/03/04 07:00:00,,5.69,,,5.69,,160,
1053,Miraflores,2020/03/04 07:00:00,,0.0,,,0.0,,172,
1054,Valdelasfuentes,2020/03/04 07:00:00,,0.0,,,0.0,,262,
1055,Alcobendas - Chopera,2020/03/03 07:00:00,,0.0,,,0.0,,8,
1056,La Moraleja,2020/03/03 07:00:00,,0.0,,,0.0,,125,
1057,Marqués de la Valdavia,2020/03/03 07:00:00,,5.69,,,5.69,,160,
1058,Miraflores,2020/03/03 07:00:00,,0.0,,,0.0,,172,
1059,Valdelasfuentes,2020/03/03 07:00:00,,0.0,,,0.0,,262,
1060,Alcobendas - Chopera,2020/03/02 07:00:00,,0.0,,,0.0,,8,
1061,La Moraleja,2020/03/02 07:00:00,,0.0,,,0.0,,125,
1062,Marqués de la Valdavia,2020/03/02 07:00:00,,5.69,,,5.69,,160,
1063,Miraflores,2020/03/02 07:00:00,,0.0,,,0.0,,172,
1064,Valdelasfuentes,2020/03/02 07:00:00,,0.0,,,0.0,,262,
1065,Alcobendas - Chopera,2020/03/01 07:00:00,,0.0,,,0.0,,8,
1066,La Moraleja,2020/03/01 07:00:00,,0.0,,,0.0,,125,
1067,Marqués de la Valdavia,2020/03/01 07:00:00,,5.69,,,5.69,,160,
1068,Miraflores,2020/03/01 07:00:00,,0.0,,,0.0,,172,
1069,Valdelasfuentes,2020/03/01 07:00:00,,0.0,,,0.0,,262,
1070,Alcobendas - Chopera,2020/02/29 07:00:00,,0.0,,,0.0,,8,
1071,La Moraleja,2020/02/29 07:00:00,,0.0,,,0.0,,125,
1072,Marqués de la Valdavia,2020/02/29 07:00:00,,5.69,,,5.69,,160,
1073,Miraflores,2020/02/29 07:00:00,,0.0,,,0.0,,172,
1074,Valdelasfuentes,2020/02/29 07:00:00,,0.0,,,0.0,,262,
1075,Alcobendas - Chopera,2020/02/28 07:00:00,,0.0,,,0.0,,8,
1076,La Moraleja,2020/02/28 07:00:00,,0.0,,,0.0,,125,
1077,Marqués de la Valdavia,2020/02/28 07:00:00,,5.69,,,5.69,,160,
1078,Miraflores,2020/02/28 07:00:00,,0.0,,,0.0,,172,
1079,Valdelasfuentes,2020/02/28 07:00:00,,0.0,,,0.0,,262,
1080,Alcobendas - Chopera,2020/02/27 07:00:00,,0.0,,,0.0,,8,
1081,La Moraleja,2020/02/27 07:00:00,,0.0,,,0.0,,125,
1082,Marqués de la Valdavia,2020/02/27 07:00:00,,0.0,,,0.0,,160,
1083,Miraflores,2020/02/27 07:00:00,,0.0,,,0.0,,172,
1084,Valdelasfuentes,2020/02/27 07:00:00,,0.0,,,0.0,,262,
1085,Alcobendas - Chopera,2020/02/26 07:00:00,,0.0,,,0.0,,8,
1086,La Moraleja,2020/02/26 07:00:00,,0.0,,,0.0,,125,
1087,Marqués de la Valdavia,2020/02/26 07:00:00,,0.0,,,0.0,,160,
1088,Miraflores,2020/02/26 07:00:00,,0.0,,,0.0,,172,
1089,Valdelasfuentes,2020/02/26 07:00:00,,0.0,,,0.0,,262,
